rank,bgg_url,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,category,designer
69,https://boardgamegeek.com/boardgame/42/tigris-euphrates,Tigris & Euphrates,2,4,90,90,90,1997,7.71566,7.57696,21889,https://cf.geekdo-images.com/original/img/vd6LHDJ-u-TkAAWafD2yG9-U974=/0x0/pic2338267.jpg,12,"Area Control / Area Influence, Hand Management, Set Collection, Tile Placement","Ancient, Civilization, Territory Building",Reiner Knizia
70,https://boardgamegeek.com/boardgame/144733/russian-railroads,Russian Railroads,2,4,120,90,120,2013,7.80207,7.57568,10778,https://cf.geekdo-images.com/original/img/QgRFOE3J6RK3ZfJk2qa3Xbgl0GY=/0x0/pic1772936.jpg,12,Worker Placement,"Industry / Manufacturing, Trains","Helmut Ohley, Leonhard Lonny Orgler"
71,https://boardgamegeek.com/boardgame/102680/trajan,Trajan,2,4,120,60,120,2011,7.79486,7.57118,11347,https://cf.geekdo-images.com/original/img/cEaycXgp7DqVD2lORAUJ2IzgozU=/0x0/pic1054375.jpg,12,"Area Movement, Card Drafting, Hand Management, Set Collection","Ancient, Political",Stefan Feld
72,https://boardgamegeek.com/boardgame/36218/dominion,Dominion,2,4,30,30,30,2008,7.66473,7.56879,63084,https://cf.geekdo-images.com/original/img/oN8CHUZ8CF6P1dFnhMCJXvE8SOk=/0x0/pic394356.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management","Card Game, Medieval",Donald X. Vaccarino
73,https://boardgamegeek.com/boardgame/30549/pandemic,Pandemic,2,4,45,45,45,2008,7.65466,7.5631,74266,https://cf.geekdo-images.com/original/img/j-pfXZ_0GmOowohzD_T6NDAWGSA=/0x0/pic1534148.jpg,8,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",Medical,Matt Leacock
74,https://boardgamegeek.com/boardgame/194655/santorini,Santorini,2,4,20,20,20,2016,7.80081,7.5476,11212,https://cf.geekdo-images.com/original/img/2EnN8vsGamxMA1xNG5LcjVTxuiM=/0x0/pic3283110.png,8,"Grid Movement, Tile Placement, Variable Player Powers","Abstract Strategy, Ancient, Mythology",Gord!
75,https://boardgamegeek.com/boardgame/521/crokinole,Crokinole,2,4,30,30,30,1876,7.79449,7.54374,8702,https://cf.geekdo-images.com/original/img/1x-Pt8mWg9fBlo5oB1aBxll6-3k=/0x0/pic79413.jpg,8,Partnerships,Action / Dexterity,(Uncredited)
76,https://boardgamegeek.com/boardgame/185343/anachrony,Anachrony,1,4,120,30,120,2017,8.15566,7.54201,4242,https://cf.geekdo-images.com/original/img/HwoXcAIvX44tc_CDgcQ6I0Rztg8=/0x0/pic3499707.jpg,15,"Action Point Allowance System, Card Drafting, Dice Rolling, Variable Player Powers, Worker Placement","Economic, Science Fiction","Richard Amann, Viktor Peter, Dávid Turczi"
77,https://boardgamegeek.com/boardgame/127023/kemet,Kemet,2,5,120,90,120,2012,7.76112,7.53054,11422,https://cf.geekdo-images.com/original/img/rjuKOHsH4_EayHV5jflH0LMpwqI=/0x0/pic3979527.jpg,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Variable Phase Order","Ancient, Fighting, Miniatures, Mythology","Jacques Bariot, Guillaume Montiage"
78,https://boardgamegeek.com/boardgame/104162/descent-journeys-dark-second-edition,Descent: Journeys in the Dark (Second Edition),2,5,120,120,120,2012,7.75571,7.52729,17418,https://cf.geekdo-images.com/original/img/jGVm6aG5Ek-qxTIaWyzN67jjylc=/0x0/pic1180640.jpg,14,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Modular Board, Partnerships, Variable Player Powers","Adventure, Exploration, Fantasy, Fighting, Miniatures","Daniel Clark (I), Corey Konieczka, Adam Sadler, Kevin Wilson"
79,https://boardgamegeek.com/boardgame/34635/stone-age,Stone Age,2,4,90,60,90,2008,7.61731,7.51835,34898,https://cf.geekdo-images.com/original/img/Dt2tBgnvuWww89kSQqOW0vvEJr4=/0x0/pic1632539.jpg,10,"Dice Rolling, Set Collection, Worker Placement","Dice, Prehistoric",Bernd Brunnhofer
80,https://boardgamegeek.com/boardgame/161970/alchemists,Alchemists,2,4,120,120,120,2014,7.72844,7.51006,12653,https://cf.geekdo-images.com/original/img/VKBFHqR2xm0EFGWfb1sPJZctMCs=/0x0/pic2241156.png,13,"Action Point Allowance System, Card Drafting, Hand Management, Worker Placement","Deduction, Fantasy",Matúš Kotry
81,https://boardgamegeek.com/boardgame/155426/castles-mad-king-ludwig,Castles of Mad King Ludwig,1,4,90,90,90,2014,7.6656,7.50746,16727,https://cf.geekdo-images.com/original/img/fmSwPPkAioUPtMDVzmo48zHYvxI=/0x0/pic1961827.jpg,13,"Card Drafting, Pattern Building, Set Collection, Tile Placement",Post-Napoleonic,Ted Alspach
82,https://boardgamegeek.com/boardgame/175155/forbidden-stars,Forbidden Stars,2,4,180,120,180,2015,8.01203,7.50592,5240,https://cf.geekdo-images.com/original/img/DWTv4PxEDiHHmgnv09t4k2WmNh8=/0x0/pic2471359.jpg,14,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board, Variable Player Powers","Bluffing, Fighting, Miniatures, Science Fiction, Wargame","Samuel Bailey, James Kniffen, Corey Konieczka"
83,https://boardgamegeek.com/boardgame/9609/war-ring-first-edition,War of the Ring (First Edition),2,4,120,120,120,2004,7.78702,7.50523,9247,https://cf.geekdo-images.com/original/img/naKKeihI8fzCba236vxbeqbhhLI=/0x0/pic725882.jpg,12,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management","Adventure, Fantasy, Miniatures, Novel-based, Territory Building, Wargame","Roberto Di Meglio, Marco Maggi, Francesco Nepitello"
84,https://boardgamegeek.com/boardgame/103343/game-thrones-board-game-second-edition,A Game of Thrones: The Board Game (Second Edition),3,6,240,120,240,2011,7.69226,7.49945,21492,https://cf.geekdo-images.com/original/img/rCOyI5sRR9CtTaho5JJx_kFWta0=/0x0/pic1077906.jpg,14,"Area Control / Area Influence, Area Movement, Auction/Bidding, Hand Management, Player Elimination, Simultaneous Action Selection, Variable Player Powers","Bluffing, Fantasy, Negotiation, Novel-based, Political, Wargame",Christian T. Petersen
85,https://boardgamegeek.com/boardgame/155068/arcadia-quest,Arcadia Quest,2,4,60,60,60,2014,7.90236,7.49555,6778,https://cf.geekdo-images.com/original/img/lB5mc2bDPP2fNjvnBJLkSQvM2ps=/0x0/pic2305263.jpg,13,"Dice Rolling, Grid Movement, Modular Board, Variable Player Powers","Adventure, Fantasy, Fighting, Miniatures","Thiago Aranha, Guilherme Goulart, Eric M. Lang, Fred Perret"
86,https://boardgamegeek.com/boardgame/128882/resistance-avalon,The Resistance: Avalon,5,10,30,30,30,2012,7.66148,7.49366,19734,https://cf.geekdo-images.com/original/img/kFDTpCfe476T1bzZUtNAbGyIjNg=/0x0/pic1398895.jpg,13,"Memory, Partnerships, Simultaneous Action Selection, Variable Player Powers, Voting","Bluffing, Card Game, Deduction, Fantasy, Medieval, Negotiation, Party Game, Spies/Secret Agents",Don Eskridge
87,https://boardgamegeek.com/boardgame/147020/star-realms,Star Realms,2,2,20,20,20,2014,7.62809,7.49186,24384,https://cf.geekdo-images.com/original/img/XRgMJVv4YweLlANgVvxeZsQ4lm0=/0x0/pic1903816.jpg,12,"Card Drafting, Deck / Pool Building, Hand Management, Take That","Card Game, Fighting, Science Fiction","Robert Dougherty, Darwin Kastle"
88,https://boardgamegeek.com/boardgame/146652/legendary-encounters-alien-deck-building-game,Legendary Encounters: An Alien Deck Building Game,1,5,45,45,45,2014,7.81708,7.48886,8073,https://cf.geekdo-images.com/original/img/H0uIoKm2phCiJDqQn52PFLDgYis=/0x0/pic2225180.jpg,17,"Card Drafting, Co-operative Play, Deck / Pool Building, Partnerships, Player Elimination, Variable Player Powers","Card Game, Fighting, Horror, Movies / TV / Radio theme, Science Fiction","Ben Cichoski, Daniel Mandel"
89,https://boardgamegeek.com/boardgame/70149/ora-et-labora,Ora et Labora,1,4,180,60,180,2011,7.7502,7.48062,8350,https://cf.geekdo-images.com/original/img/pXyZlviudQYPzceCgoeWm46pyc4=/0x0/pic1165426.jpg,13,"Modular Board, Pattern Building, Set Collection, Tile Placement, Worker Placement","City Building, Economic, Industry / Manufacturing, Medieval, Religious, Territory Building",Uwe Rosenberg
90,https://boardgamegeek.com/boardgame/198928/pandemic-iberia,Pandemic: Iberia,2,5,45,45,45,2016,8.05208,7.47722,4353,https://cf.geekdo-images.com/original/img/65W6mKBX34X2pLswgsfKPCfAcdw=/0x0/pic3000850.png,8,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",Medical,"Jesús Torres Castro, Matt Leacock"
91,https://boardgamegeek.com/boardgame/148949/istanbul,Istanbul,2,5,60,40,60,2014,7.62369,7.47122,16600,https://cf.geekdo-images.com/original/img/mJdCiWN7ePw8Q73GDhXupvKfOnE=/0x0/pic1885326.jpg,10,"Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver",Economic,Rüdiger Dorn
92,https://boardgamegeek.com/boardgame/14996/ticket-ride-europe,Ticket to Ride: Europe,2,5,60,30,60,2005,7.57594,7.46605,42152,https://cf.geekdo-images.com/original/img/lN5ivSfgaJwEMXgyLijCtyKVUBs=/0x0/pic66668.jpg,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection","Trains, Travel",Alan R. Moon
93,https://boardgamegeek.com/boardgame/43111/chaos-old-world,Chaos in the Old World,3,4,120,60,120,2009,7.67797,7.46053,12463,https://cf.geekdo-images.com/original/img/zFu27DT2SQdHj1IzLv-n7yTfa_s=/0x0/pic1318481.jpg,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers","Fantasy, Fighting, Horror, Mythology, Wargame",Eric M. Lang
94,https://boardgamegeek.com/boardgame/123260/suburbia,Suburbia,1,4,90,90,90,2012,7.59573,7.46009,17337,https://cf.geekdo-images.com/original/img/v2kosqFeCkidrDEnKQYZSk-qH_k=/0x0/pic1418335.jpg,8,"Card Drafting, Set Collection, Tile Placement","City Building, Economic",Ted Alspach
95,https://boardgamegeek.com/boardgame/197376/charterstone,Charterstone,1,6,75,45,75,2017,8.02188,7.45856,4710,https://cf.geekdo-images.com/original/img/QSEaUq4_I2KoVDrF1FGNJ7eAINs=/0x0/pic3322613.jpg,14,"Card Drafting, Hand Management, Worker Placement","City Building, Economic, Medieval",Jamey Stegmaier
96,https://boardgamegeek.com/boardgame/17133/railways-world,Railways of the World,2,6,120,120,120,2005,7.69013,7.45667,9964,https://cf.geekdo-images.com/original/img/xeEMH5X0jBoXeY48Q5pE0JDOHP8=/0x0/pic3869603.jpg,10,"Action Point Allowance System, Auction/Bidding, Card Drafting, Pick-up and Deliver, Route/Network Building, Tile Placement","Trains, Transportation, Video Game Theme","Glenn Drover, Martin Wallace"
97,https://boardgamegeek.com/boardgame/14105/commands-colors-ancients,Commands & Colors: Ancients,2,2,60,60,60,2006,7.78164,7.45336,7167,https://cf.geekdo-images.com/original/img/NrNEpsg1hrcPtMCzaLHLLXTmdoI=/0x0/pic132447.jpg,12,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hex-and-Counter, Modular Board","Ancient, Wargame",Richard Borg
98,https://boardgamegeek.com/boardgame/126042/nations,Nations,1,5,200,40,200,2013,7.69987,7.45154,9366,https://cf.geekdo-images.com/original/img/6Zne9rNVAxgEzMmf4WmcEtH_xsc=/0x0/pic1591406.png,14,"Card Drafting, Variable Player Powers","Card Game, Civilization, Economic","Rustan Håkansson, Nina Håkansson, Einar Rosén, Robert Rosén"
99,https://boardgamegeek.com/boardgame/171131/captain-sonar,Captain Sonar,2,8,60,45,60,2016,7.71093,7.43976,9062,https://cf.geekdo-images.com/original/img/rVAq1lKg98oU6tvLjERL-ZNiMfc=/0x0/pic3013621.png,14,"Grid Movement, Line Drawing, Partnerships, Role Playing, Secret Unit Deployment, Simultaneous Action Selection","Deduction, Fighting, Nautical, Real-time","Roberto Fraga, Yohan Lemonnier"
100,https://boardgamegeek.com/boardgame/39463/cosmic-encounter,Cosmic Encounter,3,5,120,60,120,2008,7.58087,7.42682,22001,https://cf.geekdo-images.com/original/img/SUTj4d_zo6bjXVhZOACmW5gvtBw=/0x0/pic1521633.jpg,12,"Hand Management, Partnerships, Take That, Variable Player Powers","Bluffing, Negotiation, Science Fiction, Space Exploration","Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka, Kevin Wilson"
101,https://boardgamegeek.com/boardgame/91/paths-glory,Paths of Glory,2,2,480,480,480,1999,8.00093,7.42618,3864,https://cf.geekdo-images.com/original/img/8NqdhJ1Dd-m3fWXWpu5pL3YanTk=/0x0/pic834645.jpg,14,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement","Wargame, World War I",Ted Raicer
102,https://boardgamegeek.com/boardgame/196340/yokohama,Yokohama,2,4,90,90,90,2016,7.96173,7.42378,4146,https://cf.geekdo-images.com/original/img/fdm4AvDhEaQRj174dZvFtciHFrM=/0x0/pic2948038.png,12,"Grid Movement, Modular Board, Route/Network Building, Set Collection, Worker Placement",Economic,Hisashi Hayashi
103,https://boardgamegeek.com/boardgame/182874/grand-austria-hotel,Grand Austria Hotel,2,4,120,60,120,2015,7.79448,7.42103,6288,https://cf.geekdo-images.com/original/img/4d_XZzAStbyODa6p8xhLyOpIMh8=/0x0/pic2728138.jpg,12,"Dice Rolling, Hand Management, Set Collection",Economic,"Virginio Gigli, Simone Luciani"
104,https://boardgamegeek.com/boardgame/21050/combat-commander-europe,Combat Commander: Europe,2,2,180,60,180,2006,7.90358,7.41796,4656,https://cf.geekdo-images.com/original/img/RLXqwj5cZa-0GEHpi6a4nwQt898=/0x0/pic992459.jpg,12,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order","Wargame, World War II",Chad Jensen
105,https://boardgamegeek.com/boardgame/77423/lord-rings-card-game,The Lord of the Rings: The Card Game,1,2,60,60,60,2011,7.63221,7.41446,16799,https://cf.geekdo-images.com/original/img/TdAxQnbevAwD1oQ91K1KPckgjTk=/0x0/pic906495.jpg,13,"Co-operative Play, Hand Management, Variable Player Powers","Adventure, Card Game, Collectible Components, Fantasy, Novel-based",Nate French
106,https://boardgamegeek.com/boardgame/54043/jaipur,Jaipur,2,2,30,30,30,2009,7.5322,7.41332,24085,https://cf.geekdo-images.com/original/img/I1nrFom8YN8H7wJFMRwj14Xl6MI=/0x0/pic725500.jpg,12,"Card Drafting, Hand Management, Set Collection","Animals, Card Game",Sébastien Pauchon
107,https://boardgamegeek.com/boardgame/9216/goa,Goa,2,4,90,90,90,2004,7.62115,7.40462,10156,https://cf.geekdo-images.com/original/img/ZO3q3cZqX_34C9i7MriB4u6txjk=/0x0/pic1215969.jpg,12,"Auction/Bidding, Hand Management, Press Your Luck","Economic, Farming, Nautical, Renaissance",Rüdiger Dorn
108,https://boardgamegeek.com/boardgame/172287/champions-midgard,Champions of Midgard,2,4,90,60,90,2015,7.78023,7.40129,6364,https://cf.geekdo-images.com/original/img/c1gxRcNaDdjeH8zpLYJEkDEYA5g=/0x0/pic2869714.jpg,10,"Dice Rolling, Set Collection, Variable Player Powers, Worker Placement","Adventure, Dice, Fantasy, Fighting, Medieval, Mythology",Ole Steiness
109,https://boardgamegeek.com/boardgame/43015/hansa-teutonica,Hansa Teutonica,2,5,90,45,90,2009,7.63138,7.40116,9432,https://cf.geekdo-images.com/original/img/Y7bW8H1htsE2xOv87qIuPTsjiTo=/0x0/pic839090.jpg,12,"Action Point Allowance System, Area Control / Area Influence, Route/Network Building",Renaissance,Andreas Steding
110,https://boardgamegeek.com/boardgame/176189/zombicide-black-plague,Zombicide: Black Plague,1,6,180,60,180,2015,7.82289,7.39962,7716,https://cf.geekdo-images.com/original/img/vs4UlIiZ1p3k5yIJ_vlvd2N-474=/0x0/pic2482309.jpg,10,"Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers","Adventure, Fantasy, Fighting, Horror, Medieval, Miniatures, Zombies","Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult"
111,https://boardgamegeek.com/boardgame/31627/ticket-ride-nordic-countries,Ticket to Ride: Nordic Countries,2,3,60,30,60,2007,7.65653,7.39728,9065,https://cf.geekdo-images.com/original/img/GU-wGnipNb0UVXT9ebQBl86UrRk=/0x0/pic369616.jpg,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection","Trains, Transportation, Travel",Alan R. Moon
112,https://boardgamegeek.com/boardgame/104006/village,Village,2,4,90,60,90,2011,7.554,7.39691,15820,https://cf.geekdo-images.com/original/img/XJ9DcBvOYgoSSNLjx0GP4If8hms=/0x0/pic2760568.jpg,12,"Set Collection, Worker Placement","Farming, Medieval","Inka Brand, Markus Brand"
113,https://boardgamegeek.com/boardgame/27833/steam,Steam,3,5,90,90,90,2009,7.64316,7.39632,8567,https://cf.geekdo-images.com/original/img/Ss958wDZnMLtO5OaxR9Ya855rpU=/0x0/pic392515.jpg,10,"Auction/Bidding, Pick-up and Deliver, Route/Network Building, Tile Placement","Economic, Trains, Transportation",Martin Wallace
114,https://boardgamegeek.com/boardgame/148228/splendor,Splendor,2,4,30,30,30,2014,7.50214,7.39608,38661,https://cf.geekdo-images.com/original/img/PgaVULm0QKeFV2zTro4hJEb70Yk=/0x0/pic1904079.jpg,10,"Card Drafting, Set Collection","Card Game, Economic, Renaissance",Marc André
115,https://boardgamegeek.com/boardgame/224037/codenames-duet,Codenames Duet,2,4,30,15,30,2017,7.87523,7.39398,4493,https://cf.geekdo-images.com/original/img/2_ZxcqriVqf3AzVwzfibM6iGzG4=/0x0/pic3596681.jpg,11,"Co-operative Play, Partnerships, Press Your Luck","Deduction, Word Game","Vlaada Chvátil, Scot Eaton"
116,https://boardgamegeek.com/boardgame/146886/la-granja,La Granja,1,4,120,90,120,2014,7.74404,7.39299,6063,https://cf.geekdo-images.com/original/img/bYiw2vhO2TVB5Dwq5_KzczLpTaQ=/0x0/pic2031777.jpg,12,"Area Control / Area Influence, Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Player Powers, Worker Placement","Economic, Farming","Michael Keller (II), Andreas ode. Odendahl"
117,https://boardgamegeek.com/boardgame/155821/inis,Inis,2,4,90,60,90,2016,7.82001,7.39245,6127,https://cf.geekdo-images.com/original/img/FC7YIs478p6YO07t3dciSgWITXE=/0x0/pic3112623.jpg,14,"Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Memory, Modular Board, Tile Placement, Variable Phase Order","Ancient, Card Game, Miniatures, Mythology",Christian Martinez
118,https://boardgamegeek.com/boardgame/4098/age-steam,Age of Steam,1,6,120,120,120,2002,7.69365,7.39197,7108,https://cf.geekdo-images.com/original/img/Lg3XYjWqU2lxE06IPz--Y6VgKnQ=/0x0/pic429576.jpg,13,"Auction/Bidding, Dice Rolling, Player Elimination, Route/Network Building, Tile Placement","Economic, Trains, Transportation",Martin Wallace
119,https://boardgamegeek.com/boardgame/10630/memoir-44,Memoir '44,2,8,60,30,60,2004,7.54025,7.39114,21151,https://cf.geekdo-images.com/original/img/BWLGASv5ywVok8Be-qxkuM4AqtY=/0x0/pic43663.jpg,8,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hand Management, Modular Board, Simulation","Miniatures, Wargame, World War II",Richard Borg
120,https://boardgamegeek.com/boardgame/555/princes-florence,The Princes of Florence,2,5,100,75,100,2000,7.56666,7.38699,13706,https://cf.geekdo-images.com/original/img/8i5Vx3vpbBn7CTrhWs3MK2eyA_4=/0x0/pic1306997.jpg,12,"Auction/Bidding, Tile Placement","City Building, Renaissance","Wolfgang Kramer, Richard Ulrich, Jens Christopher Ulrich"
